Timestamp,SessionID,CameraID,Count,ImagePath
2025-12-25 20:46:03,8,2,1,images\sess_8_cam_2_20251225_204603.jpg
2025-12-25 20:51:04,9,2,1,images\sess_9_cam_2_20251225_205102.jpg
2025-12-25 21:06:25,10,2,1,images\sess_10_cam_2_20251225_210623.jpg
2025-12-26 21:02:21,1,2,0,images\sess_1_cam_2_20251226_210158.jpg
2025-12-26 21:02:21,1,2,0,images\sess_1_cam_2_20251226_210203.jpg
